Items,melt,flex,traction,COULEUR,I_CM,I_G,I_F,cendre,I1,I48
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,36.0,168175.6,909.1,BK,HM,1,RP,2.4,0.6,0.52
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,37.17,185585.0,1117.0,BK,HM,1,RP,2.5,1.0,0.44
PP,29.0,176272.2,1166.38,BK,HM,1,RP,2.5,0.6,0.54
PP,37.0,165834.2,1192.8,BK,HM,1,RP,1.7,0.48,0.43
PP,46.0,154267.7,1116.8,BK,HM,1,RP,1.5,0.58,0.52
PP,42.0,153001.3,1132.4,BK,HM,1,RP,1.8,0.63,0.55
HIPS,3.8,289692.4,814.82,BK,X,1,RP,7.2,2.0,1.7
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.2,289434.9,818.54,BK,X,1,RP,7.5,2.2,1.8
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.9,309156.0,833.16,BK,X,1,RP,5.88,2.03,1.95
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
HIPS,4.32,296471.0,820.0,BK,X,1,RP,6.1,2.0,1.82
PP,28.0,152455.3,952.8,BK,INJ,1,RP,1.8,1.08,0.97
PP,29.54,150314.0,952.0,BK,INJ,1,RP,0.9,1.0,0.97
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,22.0,155580.9,1010.33,BK,INJ,1,RP,0.94,1.16,0.9
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,20.0,156619.6,1005.2,BK,INJ,1,RP,2.5,1.63,1.1
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,18.4,152425.3,971.9,BK,INJ,1,RP,1.8,1.7,1.3
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,21.69,154099.0,959.0,BK,INJ,1,RP,2.0,1.0,1.13
PP,20.0,114939.6,708.22,BK,INJ,S,RP,1.2,12.4,12.0
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.0,108178.2,706.9,BK,INJ,S,RP,3.5,12.4,12.0
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,20.0,115377.3,704.96,BK,INJ,S,RP,2.4,12.4,11.8
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,19.8,112832.0,707.0,BK,INJ,S,RP,2.4,12.0,11.93
PP,26.0,134819.3,896.86,BK,INJ,1,RP,1.1,2.6,2.0
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,24.0,134121.6,907.35,BK,INJ,1,RP,1.0,2.3,1.9
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,26.0,138059.7,882.2,BK,INJ,1,RP,1.3,1.7,1.5
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,25.5,135667.0,895.0,BK,INJ,1,RP,1.3,2.0,1.8
PP,56.0,147310.4,1049.26,BK,HM,1,RP,1.6,0.53,0.39
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,49.0,146472.7,1066.2,BK,HM,1,RP,1.3,0.5,0.4
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,31.0,135302.0,1012.7,BK,HM,1,RP,1.7,0.72,0.64
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,46.5,143028.0,1043.0,BK,HM,1,RP,1.5,1.0,0.48
PP,20.0,147076.0,924.0,BK,INJ,1,RP,1.4,2.0,1.6
PP,20.0,147076.0,924.0,BK,INJ,1,RP,1.4,2.0,1.6
PP,20.0,147075.8,923.84,BK,INJ,1,RP,1.4,1.95,1.6
PP,20.0,147076.0,924.0,BK,INJ,1,RP,1.4,2.0,1.6
PP,20.0,147076.0,924.0,BK,INJ,1,RP,1.4,2.0,1.6
PP,20.0,147076.0,924.0,BK,INJ,1,RP,1.4,2.0,1.6
PP,13.0,85334.75,602.38,BK,INJ,1,RP,5.2,8.3,6.8
PP,40.0,158202.5,973.8,BK,HM,1,RP,2.9,1.0,0.7
PP,30.0,157333.2,1071.6,BK,HM,1,RP,1.8,0.8,0.5
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,31.0,154273.1,1095.2,BK,HM,1,RP,1.9,0.77,0.55
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.0,87627.19,699.76,BK,INJ,1,RP,6.1,1.45,1.0
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,32.0,94744.1,721.26,BK,INJ,1,RP,6.1,1.4,1.1
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,31.0,105929.1,772.62,BK,INJ,1,RP,6.0,1.1,0.95
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,29.11,97212.0,743.0,BK,INJ,1,RP,5.9,1.0,0.98
PP,41.5,162342.0,1134.0,BK,HM,1,RP,1.9,1.0,0.46
PPH,45.0,245679.0,1182.2,BK,HM,1,RP,18.0,0.44,0.3
PPH,43.0,233371.8,1186.2,BK,HM,1,RP,11.0,0.43,0.35
HIPS,5.9,349111.0,1026.33,BK,X,1,RP,15.0,0.46,0.46
HIPS,8.4,298428.6,911.36,BK,X,1,RP,5.1,1.6,1.59
HIPS,5.1,344786.1,1038.4,BK,X,1,RP,4.2,1.08,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,5.0,350602.1,1036.2,BK,X,1,RP,5.7,0.7,1.1
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
PP,26.0,135344.8,936.32,BK,INJ,1,RP,1.6,1.4,0.9
PP,15.8,149336.0,1011.0,BK,INJ,1,RP,1.3,1.0,1.03
PP,15.0,152160.0,1026.2,BK,INJ,1,RP,1.2,1.2,1.1
PP,15.8,149336.0,1011.0,BK,INJ,1,RP,1.3,1.0,1.03
PP,15.8,149336.0,1011.0,BK,INJ,1,RP,1.3,1.0,1.03
PP,15.8,149336.0,1011.0,BK,INJ,1,RP,1.3,1.0,1.03
PP,14.0,160502.0,1071.25,BK,INJ,1,RP,1.3,1.14,1.1
PP,15.8,149336.0,1011.0,BK,INJ,1,RP,1.3,1.0,1.03
PP,36.0,168715.8,1016.4,BK,INJ,1,RP,1.7,1.1,0.85
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,29.0,172403.1,1095.8,BK,INJ,1,RP,1.46,1.0,0.84
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,43.0,169669.4,993.04,BK,INJ,1,RP,1.3,1.2,0.9
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,32.8,170263.0,1035.0,BK,INJ,1,RP,1.3,1.0,0.86
PP,35.0,195041.7,1285.4,BK,HM,1,RP,2.1,0.56,0.54
PP,13.4,166646.6,970.14,BK,INJ,1,RP,0.2,2.36,1.4
PP,12.27,158168.0,1031.0,BK,INJ,1,RP,0.5,4.0,1.59
PP,13.0,151878.5,924.62,BK,INJ,1,RP,0.5,10.81,3.8
PP,12.27,158168.0,1031.0,BK,INJ,1,RP,0.5,4.0,1.59
PP,12.27,158168.0,1031.0,BK,INJ,1,RP,0.5,4.0,1.59
PP,12.27,158168.0,1031.0,BK,INJ,1,RP,0.5,4.0,1.59
PP,12.27,158168.0,1031.0,BK,INJ,1,RP,0.5,4.0,1.59
PP,31.0,152381.6,891.92,BK,INJ,1,RP,2.0,0.75,0.6
HIPS,4.9,335208.0,1021.0,BK,X,1,RP,4.1,1.0,1.0
PP,20.0,137265.7,787.2,BK,INJ,1,RP,3.6,2.1,1.65
HIPS,4.3,329032.6,1022.0,BK,X,1,RP,4.1,1.2,1.0
HIPS,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
HIPS,4.7,328440.2,1031.6,BK,X,1,RP,4.4,1.3,1.0
HIPS,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
HIPS,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
HIPS,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
-,4.5,328736.0,1027.0,BK,X,1,RP,4.3,1.0,1.0
HIPS,6.2,304493.1,967.84,BK,X,S,RP,3.0,1.7,1.56
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.2,297037.0,965.54,BK,X,S,RP,2.5,1.8,1.59
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
HIPS,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
-,6.79,300765.0,967.0,BK,X,S,RP,2.5,2.0,1.57
