Items,melt,flex,traction,COULEUR,I_CM,I_G,I_F,cendre,I1,I48
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
PP,28.0,168752.0,961.0,BK,INJ,1,RP,5.4,2.0,1.22
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
-,28.0,172974.0,966.0,BK,INJ,1,RP,5.4,2.0,1.21
PP,32.0,166762.4,1063.0,BK,HM,1,RP,2.0,0.85,0.73
PP,43.0,186965.8,1178.0,BK,HM,1,RP,1.3,0.56,0.56
PP,36.0,159195.3,910.0,BK,HM,1,RP,0.6,0.86,0.74
PP,35.0,173655.9,1190.2,BK,HM,1,RP,1.1,0.54,0.49
PP,37.0,174263.4,1073.0,BK,HM,1,RP,1.2,0.53,0.5
PP,42.0,173000.8,1188.38,BK,HM,1,RP,1.2,0.58,0.4
PP,38.0,177126.0,1253.0,BK,HM,1,RP,1.9,0.56,0.49
PP,39.0,142554.0,949.02,BK,INJ,1,RP,1.8,1.19,1.0
PP,35.0,159299.0,1035.8,BK,INJ,1,RP,2.4,1.0,0.82
PP,27.0,1770689.0,1163.0,BK,HM,1,RP,4.5,0.51,0.41
PP,24.0,187129.1,1097.0,BK,HM,1,RP,4.5,0.52,0.42
PP,25.0,197523.5,1268.8,BK,HM,1,RP,3.8,0.55,0.39
PP,26.0,185356.9,1079.33,BK,HM,1,RP,4.0,0.5,0.4
PP,39.0,172227.0,1155.2,BK,HM,1,RP,0.7,0.46,0.48
PP,35.0,167055.6,1121.5,BK,HM,1,RP,1.6,0.5,0.49
PP,34.0,150091.8,1016.8,BK,HM,1,RP,0.8,0.5,0.46
PP,45.0,176736.9,1088.8,BK,HM,1,RP,1.6,0.5,0.4
PP,38.0,186615.4,1122.8,BK,HM,1,RP,1.6,0.54,0.4
PP,38.0,162674.2,998.9,BK,INJ,1,RP,1.6,1.1,0.9
PP,50.0,180616.3,1208.0,BK,HM,1,RP,2.0,0.46,0.41
PP,48.0,191541.0,1203.85,BK,HM,1,RP,2.7,0.45,0.4
PP,45.0,176915.0,1106.8,BK,HM,1,RP,2.6,0.5,0.4
PP,35.0,163896.8,1044.6,BK,INJ,1,RP,2.4,0.78,0.64
HIPS,7.0,298222.6,1023.34,BK,X,S,RP,2.4,1.4,1.2
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.6,295954.2,998.9,BK,X,S,RP,4.6,1.57,1.3
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.7,295993.8,1017.64,BK,X,S,RP,4.0,1.61,1.59
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.4,296260.6,1016.88,BK,X,S,RP,5.1,1.54,1.52
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.8,292794.0,1035.4,BK,X,S,RP,4.3,1.38,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.6,293934.7,992.1,BK,X,S,RP,3.9,1.5,1.3
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.5,292366.8,1002.94,BK,X,S,RP,3.8,1.2,1.3
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.1,289450.0,1019.6,BK,X,S,RP,4.7,1.43,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
HIPS,6.65,294372.0,1013.0,BK,X,S,RP,4.1,1.0,1.37
PP,37.0,175919.1,1117.2,BK,INJ,1,RP,3.8,0.58,0.56
PP,36.0,173919.8,1112.25,BK,INJ,1,RP,3.0,0.55,0.4
PP,45.0,222079.0,1250.0,BK,HM,1,RP,3.2,0.5,0.4
PP,42.0,203802.1,1198.0,BK,HM,1,RP,1.8,0.6,0.4
PP,33.0,214882.0,1221.0,BK,HM,1,RP,6.1,0.49,0.45
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,22.0,176839.7,903.0,BK,INJ,1,RP,6.0,1.8,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
PP,19.75,176840.0,903.0,BK,INJ,1,RP,6.0,2.0,1.2
HIPS,5.0,357185.6,1060.8,BK,X,1,RP,9.0,1.5,1.1
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.0,350950.8,1088.2,BK,X,1,RP,9.8,1.48,1.1
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.2,323403.3,1062.2,BK,X,1,RP,9.5,1.69,1.5
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,4.67,343847.0,1070.0,BK,X,1,RP,9.4,2.0,1.23
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.6,318823.7,1002.78,BK,X,1,RP,4.8,1.7,1.79
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.59,324623.0,1005.0,BK,X,1,RP,4.4,2.0,1.67
HIPS,5.0,320969.8,1026.94,BK,X,1,RP,4.2,1.7,1.77
PPH,37.0,208992.8,1330.0,BK,HM,1,RP,0.3,0.43,0.38
PPH,40.0,201819.5,1314.17,BK,HM,1,RP,1.7,0.6,0.4
PPH,40.0,152425.0,1061.0,BK,HM,1,RP,2.7,0.54,0.46
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,35.0,154289.0,1031.0,BK,HM,1,RP,1.7,0.67,0.6
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,41.0,174942.9,1189.5,BK,HM,1,RP,2.4,0.6,0.43
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
PPH,39.4,160552.0,1094.0,BK,HM,1,RP,2.1,1.0,0.5
HIPS,10.4,305552.0,901.0,BK,X,1,RP,3.6,1.49,1.48
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.5,307878.0,887.0,BK,X,1,RP,6.3,1.51,1.5
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
HIPS,8.0,300307.8,892.96,BK,X,1,RP,3.0,1.57,1.5
HIPS,9.88,304579.0,894.0,BK,X,1,RP,4.3,2.0,1.49
PP,20.0,185639.9,1092.4,MIX,INJ,E,RG,1.3,0.76,0.64
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,33.0,180770.2,1060.08,MIX,INJ,E,RG,1.5,0.8,0.73
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,29.33,180987.0,1074.0,MIX,INJ,E,RG,1.4,1.0,0.7
PP,35.0,176549.9,1070.2,MIX,INJ,E,RG,1.5,0.83,0.72
PPH,30.0,183933.3,1038.8,BK,HM,1,RP,5.0,0.6,0.51
PPH,35.0,181731.3,1090.4,BK,HM,1,RP,5.0,0.54,0.51
PPH,32.75,182832.0,1065.0,BK,HM,1,RP,5.0,1.0,0.51
PPH,33.0,186049.8,1198.25,BK,HM,1,RP,2.5,0.43,0.3
PPH,38.0,192109.3,1089.6,BK,HM,1,RP,2.6,0.42,0.3
PPH,40.0,189284.0,1240.6,BK,HM,1,RP,2.8,0.47,0.4
PPH,38.0,205451.1,1281.75,BK,HM,1,RP,2.6,0.49,0.3
PPH,29.0,184884.0,1172.75,BK,HM,1,RP,2.4,0.51,0.45
PPH,38.0,181892.0,1185.8,BK,HM,1,RP,0.9,0.52,0.42
PPH,41.0,180714.2,1173.0,BK,HM,1,RP,2.2,0.52,0.4
PPH,41.0,183923.5,1218.25,BK,HM,1,RP,2.2,0.54,0.4
PPH,46.0,183046.0,1218.0,BK,HM,1,RP,2.1,0.47,0.44
PPH,40.0,193409.5,1210.6,BK,HM,1,RP,2.1,0.6,0.4
PPH,40.0,193340.5,1195.0,BK,HM,1,RP,2.2,0.55,0.4
PPH,40.0,177918.5,1115.8,BK,HM,1,RP,2.0,0.6,0.59
PPH,38.0,205518.7,1122.2,MIX,HM,1,RG,0.54,0.54,0.44
PPH,16.0,219129.3,975.88,MIX,HM,1,RG,0.83,0.83,0.68
HIPS,5.0,314678.4,1027.6,BK,INJ,1,RP,6.0,1.58,1.59
PP,35.0,191080.0,1193.25,BK,INJ,1,RP,4.0,0.57,0.49
PPH,32.0,165241.5,1095.8,BK,HM,1,RP,3.2,0.85,0.5
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
PPH,35.83,164486.0,1112.0,BK,HM,1,RP,3.2,1.0,0.44
-,15.0,378940.8,1213.2,MIX,X,1,RP,3.1,0.71,0.65
PPH,40.0,178326.0,1162.94,BK,HM,1,RP,2.1,0.52,0.57
PPH,50.0,178700.5,1203.8,BK,HM,1,RP,3.2,0.5,0.4
PP,24.0,181916.1,1049.4,BK,HM,1,RP,2.1,1.13,1.1
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,24.0,184503.4,1062.8,BK,HM,1,RP,1.6,1.18,1.04
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
PP,41.74,168273.0,1005.0,BK,HM,1,RP,2.1,1.0,1.06
