Items,melt,traction,COULEUR,I_CM,I_G,I_F,cendre,I1
PP,39.0,1084.6,BK,INJ,1,RP,1.4,0.93
PP,39.0,1085.0,BK,INJ,1,RP,1.4,1.0
PP,34.0,1023.6,BK,INJ,1,RP,2.1,1.1
PP,32.0,1123.6,BK,INJ,1,RP,1.5,0.86
PPH,33.0,1285.8,BK,HM,1,RP,3.0,0.47
HIPS,6.0,1133.6,BK,X,2,RP,3.0,1.2
HIPS,5.57,1129.0,BK,X,2,RP,2.9,1.0
HIPS,5.7,1124.4,BK,X,2,RP,2.9,1.4
HIPS,4.78,989.0,BK,X,1,RP,4.0,1.0
HIPS,4.3,993.2,BK,X,1,RP,3.6,1.6
HIPS,4.8,981.6,BK,X,1,RP,4.2,1.39
HIPS,4.9,992.32,BK,X,1,RP,4.3,1.4
PP,30.0,953.0,BK,INJ,1,RP,4.3,1.0
PP,30.0,952.5,BK,INJ,1,RP,4.3,1.3
HIPS,4.6,803.1,BK,X,1,RP,12.3,1.2
HIPS,4.32,855.0,BK,X,1,RP,7.2,1.0
HIPS,4.2,872.18,BK,X,1,RP,7.1,1.25
HIPS,4.4,802.84,BK,X,1,RP,7.1,1.3
HIPS,4.5,972.54,BK,X,1,RP,7.0,1.6
HIPS,5.3,1002.6,BK,X,1,RP,3.3,1.47
HIPS,5.17,989.0,BK,X,1,RP,3.1,2.0
HIPS,5.0,976.14,BK,X,1,RP,3.7,1.6
HIPS,5.0,983.8,BK,X,1,RP,2.6,1.6
HIPS,5.0,994.68,BK,X,1,RP,3.4,1.6
-,5.17,989.0,BK,X,1,RP,3.1,2.0
PPH,50.0,1174.75,BK,HM,1,RP,1.4,0.46
MIPS,4.0,1151.4,MIX,X,1,RG,4.6,0.8
PP,32.5,1016.0,BK,INJ,1,RP,3.0,1.0
PP,44.0,1140.2,BK,INJ,1,RP,1.8,0.64
HIPS,6.23,1009.0,BK,X,S,RP,5.1,2.0
HIPS,6.6,1004.34,BK,X,S,RP,5.2,1.5
PP,15.0,939.06,BK,INJ,1,RP,2.3,8.04
PP,16.0,929.0,BK,INJ,1,RP,1.3,9.0
PP,16.0,896.03,BK,INJ,1,RP,1.2,9.01
PP,13.0,962.02,BK,INJ,1,RP,0.8,8.91
PP,16.0,951.86,BK,INJ,1,RP,1.1,8.98
-,16.0,918.0,BK,INJ,1,RP,1.3,9.0
PPH,39.0,1156.75,BK,HM,1,RP,2.0,0.6
PPH,41.0,1167.33,BK,HM,1,RP,2.1,0.6
PPH,43.0,996.5,BK,HM,1,RP,1.8,0.44
PP,38.0,846.96,BK,INJ,1,RP,5.7,2.08
PPH,40.0,1258.2,BK,HM,1,RP,1.4,0.6
PPH,38.4,1221.0,BK,HM,1,RP,1.2,1.0
PPH,38.0,1181.4,BK,HM,1,RP,1.7,0.6
PPH,38.0,1224.0,BK,HM,1,RP,1.0,0.6
PPH,33.0,1265.8,BK,HM,1,RP,1.9,0.41
PPH,34.0,1226.2,BK,HM,1,RP,2.7,0.43
HIPS,4.6,872.26,BK,X,1,RP,6.4,1.73
HIPS,4.5,804.72,BK,X,1,RP,6.4,1.6
PP,35.0,1064.73,BK,INJ,1,RP,4.3,0.68
HIPS,7.0,869.72,BK,X,1,RP,5.0,1.9
HIPS,6.9,862.0,BK,X,1,RP,5.0,2.0
HIPS,6.8,855.26,BK,X,1,RP,4.9,1.9
PPH,23.0,1105.65,BK,HM,1,RP,3.8,0.7
PPH,44.0,975.36,BK,HM,1,RP,3.5,0.6
PPH,58.33,989.0,BK,HM,1,RP,2.8,1.0
PPH,43.0,1035.8,BK,HM,1,RP,2.5,0.6
PPH,73.0,974.88,BK,HM,2,RP,3.3,0.83
HIPS,5.4,1158.6,BK,X,S,RP,4.3,0.87
HIPS,5.36,1168.0,BK,X,S,RP,4.0,1.0
HIPS,5.6,1176.6,BK,X,S,RP,4.3,0.94
HIPS,8.4,985.82,BK,X,1,RP,6.8,1.5
HIPS,7.54,980.0,BK,X,1,RP,6.6,2.0
HIPS,7.8,984.38,BK,X,1,RP,6.7,1.7
HIPS,7.1,970.56,BK,X,1,RP,6.4,1.6
PP,38.0,1137.0,BK,INJ,1,RP,2.6,0.6
PS,40.0,1120.8,MIX,X,1,RP,11.0,0.6
PS,41.33,1121.0,MIX,X,1,RP,6.2,1.0
-,15.0,1213.0,MIX,X,1,RP,3.1,1.0
PP,29.0,873.88,BK,INJ,1,RP,11.7,2.42
HIPS,6.9,985.52,BK,X,S,RP,4.3,1.74
HIPS,7.15,983.0,BK,X,S,RP,3.6,2.0
HIPS,7.4,979.88,BK,X,S,RP,4.0,1.74
PP,6.0,761.44,BK,INJ,1,RP,7.8,8.88
PP,14.0,667.78,BK,INJ,1,RP,10.2,4.02
PP,16.63,668.0,BK,INJ,1,RP,10.3,4.0
PP,16.0,705.24,BK,INJ,1,RP,8.8,4.0
PP,15.0,717.0,BK,INJ,1,RP,8.2,5.0
PP,17.0,697.88,BK,INJ,1,RP,7.8,2.8
PP,14.8,698.0,BK,INJ,1,RP,8.1,3.0
PP,34.0,802.08,BK,INJ,1,RP,5.6,1.33
HIPS,8.4,1151.0,BK,X,1,RP,2.8,0.97
HIPS,8.4,1151.0,BK,X,1,RP,2.8,1.0
HIPS,7.8,1122.4,BK,X,1,RP,4.9,0.88
HIPS,6.7,1093.0,BK,X,1,RP,4.4,1.0
HIPS,6.3,1081.8,BK,X,1,RP,5.0,1.2
HIPS,6.0,1059.25,BK,X,1,RP,4.9,1.3
HIPS,6.9,1109.4,BK,X,1,RP,3.0,1.33
PP,17.0,879.18,MIX,INJ,1,RP,2.2,1.8
PP,1.0,977.32,MIX,OFF,1,RP,0.9,15.44
PPH,40.0,1105.0,BK,HM,1,RP,1.8,0.6
PPH,38.6,1082.0,BK,HM,1,RP,1.8,1.0
PPH,38.0,1101.75,BK,HM,1,RP,1.7,0.6
PPH,35.0,1038.0,BK,HM,1,RP,1.7,0.81
PP,33.0,987.78,BK,INJ,1,RP,6.7,0.67
HIPS,6.2,866.18,BK,X,1,RP,3.5,2.2
HIPS,7.58,811.0,BK,X,1,RP,5.5,3.0
HIPS,6.4,851.04,BK,X,1,RP,3.8,2.3
HIPS,9.1,714.34,BK,X,1,RP,8.2,4.09
HIPS,4.8,977.14,BK,X,1,RP,2.9,1.7
HIPS,4.6,981.0,BK,X,1,RP,2.7,2.0
HIPS,4.6,985.56,BK,X,1,RP,2.7,1.6
PPH,38.0,1049.6,BK,HM,1,RP,1.9,0.7
PPH,38.0,1024.0,BK,HM,1,RP,1.9,1.0
PPH,40.0,1039.8,BK,HM,1,RP,2.0,0.6
PPH,37.0,983.86,BK,HM,1,RP,1.8,0.76
HIPS,4.3,1003.66,BK,X,1,RP,4.2,1.6
HIPS,4.28,1006.0,BK,X,1,RP,4.1,2.0
HIPS,4.4,1003.86,BK,X,1,RP,4.1,1.5
HIPS,4.6,1010.4,BK,X,1,RP,4.6,1.48
PPH,44.0,1185.8,BK,HM,1,RP,3.0,0.52
PP,30.0,941.74,BK,INJ,1,RP,2.3,1.16
PP,39.0,1085.2,BK,INJ,1,RP,3.0,0.65
PP,39.0,1085.0,BK,INJ,1,RP,3.0,1.0
PP,18.0,1129.6,BK,INJ,1,RP,3.1,0.9
PP,19.25,1123.0,BK,INJ,1,RP,3.0,1.0
PP,20.0,1116.8,BK,INJ,1,RP,3.0,0.8
PP,24.0,1113.8,BK,INJ,1,RP,2.2,1.1
PP,40.0,1093.0,BK,INJ,1,RP,1.9,0.9
PP,42.0,1094.8,BK,INJ,1,RP,1.9,0.88
PP,37.13,1090.0,BK,INJ,1,RP,1.8,1.0
PP,39.0,1106.4,BK,INJ,1,RP,1.7,0.91
PP,39.0,1042.4,BK,INJ,1,RP,1.7,0.9
PPH,62.0,1276.2,BK,HM,1,RP,2.6,0.44
PPH,68.0,1324.8,BK,HM,1,RP,1.9,0.41
PPH,30.0,1356.6,BK,HM,1,RP,2.1,0.47
PP,26.0,1016.6,BK,INJ,1,RP,1.4,1.0
PP,38.0,1007.0,BK,INJ,1,RP,1.5,1.0
PP,38.71,1012.0,BK,INJ,1,RP,1.3,1.0
PP,46.0,1008.4,BK,INJ,1,RP,0.98,0.96
PP,45.0,985.06,BK,INJ,1,RP,0.98,0.99
PP,40.0,948.22,BK,INJ,1,RP,1.4,1.0
PP,40.0,1011.2,BK,INJ,1,RP,1.7,0.97
PP,35.0,1072.2,BK,INJ,1,RP,1.2,0.91
PP,40.0,1046.4,BK,INJ,1,RP,1.7,0.9
PPH,48.0,1135.0,BK,INJ,1,RP,6.6,0.47
PP,11.0,585.52,BK,INJ,1,RP,5.0,10.74
PP,11.0,630.18,BK,INJ,1,RP,4.0,10.88
PP,14.0,636.86,BK,INJ,1,RP,4.5,11.24
PP,13.04,634.0,BK,INJ,1,RP,4.9,11.0
PP,11.0,748.16,BK,INJ,1,RP,5.5,9.46
PP,12.0,758.48,BK,INJ,1,RP,6.1,9.2
PP,11.3,759.0,BK,INJ,1,RP,6.2,9.0
PP,12.0,770.88,BK,INJ,1,RP,7.0,9.36
PP,29.0,998.08,BK,INJ,1,RP,6.2,0.8
PP,29.0,998.0,BK,INJ,1,RP,6.2,1.0
HIPS,5.8,878.64,BK,INJ,1,RP,3.7,1.62
PP,38.0,1010.0,BK,INJ,1,RP,2.8,1.0
-,38.0,1010.0,BK,INJ,1,RP,2.8,0.94
PP,29.0,1061.8,BK,INJ,1,RP,2.9,1.06
PP,31.31,1031.0,BK,INJ,1,RP,3.3,1.0
PP,35.0,967.06,BK,INJ,1,RP,3.8,1.09
PP,47.0,990.18,BK,INJ,1,RP,3.2,0.79
PP,28.0,997.32,BK,INJ,1,RP,1.0,1.1
PP,29.0,1052.0,BK,INJ,1,RP,4.8,0.76
PP,28.0,1052.0,BK,INJ,1,RP,4.7,1.0
PP,23.5,1034.0,BK,INJ,1,RP,7.7,1.0
PP,22.0,1051.4,BK,INJ,1,RP,6.6,0.8
PP,24.0,1033.4,BK,INJ,1,RP,6.7,0.9
PP,22.0,1017.6,BK,INJ,1,RP,9.9,0.72
PP,29.0,911.1,BK,INJ,1,RP,4.0,1.1
HIPS,7.3,945.5,BK,INJ,1,RP,7.0,2.0
-,31.31,1105.0,BK,INJ,1,RP,3.3,1.0
PPH,37.0,1093.6,BK,HM,1,RP,3.1,0.64
PPH,41.67,1166.0,BK,HM,1,RP,2.7,1.0
PPH,43.0,1203.4,BK,HM,1,RP,3.9,0.52
PPH,38.0,1163.2,BK,HM,1,RP,2.0,0.55
PPH,45.0,1204.8,BK,HM,1,RP,1.7,0.6
PP,123.0,840.76,BK,HM,PUF,RP,2.1,2.06
PP,40.0,936.96,BK,HM,1,RP,1.9,1.8
PP,35.0,939.66,BK,HM,1,RP,1.8,1.6
PP,37.33,889.0,BK,HM,1,RP,1.8,2.0
PP,30.0,888.38,BK,HM,1,RP,1.8,2.3
PP,35.0,885.06,BK,HM,1,RP,1.9,2.98
PP,30.0,990.16,BK,INJ,1,RP,1.2,0.88
PP,39.0,798.7,BK,HM,1,RP,2.5,1.8
PP,36.5,907.0,BK,HM,1,RP,2.0,1.0
PP,38.0,805.44,BK,HM,1,RP,2.3,1.7
PP,30.0,1116.8,BK,HM,1,RP,0.8,0.63
PP,26.0,1170.0,BK,HM,1,RP,2.1,0.71
PP,40.44,1250.0,BK,HM,1,RP,3.0,1.0
PP,25.0,1135.8,BK,HM,1,RP,3.7,0.67
PPH,34.0,1043.8,BK,HM,1,RP,2.2,0.66
PPH,33.67,1066.0,BK,HM,1,RP,2.4,1.0
PPH,31.0,1050.4,BK,HM,1,RP,2.3,0.69
PPH,38.0,1220.4,BK,HM,1,RP,2.0,0.47
PP,28.0,901.1,BK,HM,1,RP,4.0,1.2
PP,28.08,959.0,BK,HM,1,RP,3.0,1.0
PP,29.0,937.98,BK,HM,1,RP,3.9,1.1
PP,27.0,958.86,BK,HM,1,RP,3.2,1.12
PP,27.0,978.64,BK,HM,1,RP,2.6,1.1
PP,28.0,961.6,BK,HM,1,RP,2.7,1.2
PP,29.0,1002.02,BK,HM,1,RP,2.2,1.0
PP,30.0,973.4,BK,HM,1,RP,2.4,1.09
PP,35.0,970.12,BK,INJ,1,RP,5.1,0.81
PP,31.0,1058.2,BK,INJ,1,RP,3.7,0.88
PP,45.0,1017.2,BK,HM,1,RP,1.2,0.64
PP,87.0,984.23,BK,HM,1,RP,1.9,0.72
PP,80.0,1082.0,BK,HM,1,RP,2.5,0.63
PP,45.0,1046.4,BK,HM,1,RP,2.6,0.6
PP,44.93,1067.0,BK,HM,1,RP,1.9,1.0
PP,45.0,925.1,BK,HM,1,RP,2.6,1.0
PP,24.0,930.94,BK,INJ,1,RP,2.9,1.7
PP,25.9,916.0,BK,INJ,1,RP,2.3,3.0
PP,23.0,928.46,BK,INJ,1,RP,2.8,1.8
PP,26.0,857.36,BK,INJ,1,RP,1.9,2.9
PP,27.0,946.22,BK,INJ,1,RP,2.3,3.95
PP,26.0,928.26,BK,INJ,1,RP,1.9,2.1
PP,26.0,904.58,BK,INJ,1,RP,2.0,3.7
PP,37.0,1119.6,BK,INJ,1,RP,3.3,0.77
HIPS,5.7,1097.33,BK,X,1,RP,5.8,0.87
HIPS,5.96,1092.0,BK,X,1,RP,5.3,1.0
HIPS,5.8,1074.33,BK,X,1,RP,5.7,0.92
HIPS,6.2,1113.6,BK,X,1,RP,5.3,0.9
HIPS,6.0,1105.4,BK,X,1,RP,5.2,1.0
HIPS,6.6,1058.8,BK,X,1,RP,4.1,1.1
HIPS,6.4,1088.2,BK,X,1,RP,4.6,1.2
-,5.96,1086.0,BK,X,1,RP,5.3,1.0
HIPS,5.96,1086.0,BK,X,V,C,5.3,1.0
PP,33.0,1111.0,BK,INJ,1,RP,2.4,0.82
PP,25.55,779.0,BK,HM,1,RP,4.7,2.0
PP,23.0,773.1,BK,HM,1,RP,4.7,2.0
-,25.55,782.0,BK,HM,1,RP,4.7,2.0
HIPS,6.0,854.16,BK,X,1,RP,6.0,1.7
HIPS,5.43,905.0,BK,X,1,RP,5.5,1.0
HIPS,6.8,854.28,BK,X,1,RP,6.2,1.6
HIPS,5.6,937.06,BK,X,1,RP,4.8,1.6
HIPS,4.3,923.48,BK,X,1,RP,4.7,1.37
HIPS,4.6,955.48,BK,X,1,RP,5.0,1.2
PP,13.52,930.0,MIX,INJ,E,RG,1.5,1.0
PP,2.8,1080.8,MIX,EXT,1,RP,2.3,4.4
PP,2.9,1046.0,MIX,EXT,1,RP,2.4,4.0
PP,3.0,1010.28,MIX,EXT,1,RP,2.4,4.0
PP,34.0,1479.6,BK,INJ,1,RP,2.3,0.6
PP,33.0,1478.8,BK,INJ,1,RP,2.2,0.5
HIPS,5.6,1033.76,BK,X,1,RP,5.5,1.1
HIPS,5.63,1048.0,BK,X,1,RP,5.1,1.0
HIPS,5.0,1087.5,BK,X,1,RP,5.4,1.2
HIPS,6.12,1022.3,BK,X,1,RP,4.0,1.5
HIPS,6.6,1108.6,BK,X,1,RP,5.6,1.26
HIPS,6.44,1082.0,BK,X,1,RP,5.1,1.0
HIPS,6.7,1074.4,BK,X,1,RP,4.4,1.3
HIPS,6.3,1064.0,BK,X,1,RP,5.2,1.2
HIPS,6.0,1008.88,BK,X,1,RP,5.8,1.48
HIPS,6.9,1023.0,BK,X,1,RP,4.7,1.0
HIPS,7.0,1023.0,BK,X,1,RP,3.8,1.53
HIPS,6.6,1025.24,BK,X,1,RP,4.8,1.46
PP,26.0,928.76,BK,HM,1,RP,4.8,0.98
HIPS,6.8,970.0,BK,X,1,RP,5.6,1.0
HIPS,7.6,1042.8,BK,X,1,RP,5.1,1.3
HIPS,5.1,1081.8,BK,X,1,RP,8.0,1.0
HIPS,5.18,1041.0,BK,X,1,RP,8.2,1.0
HIPS,5.0,1072.6,BK,X,1,RP,8.4,0.96
HIPS,5.0,969.0,BK,X,1,RP,8.4,1.0
PP,25.7,1443.4,BK,INJ,1,RP,1.35,0.66
PP,23.0,1500.0,BK,INJ,1,RP,1.3,0.6
PP,30.44,1473.0,BK,INJ,1,RP,1.8,1.0
PP,35.0,1500.0,BK,INJ,1,RP,1.6,0.54
PP,34.0,967.38,BK,INJ,1,RP,3.4,1.1
PP,36.0,1005.0,BK,INJ,1,RP,3.7,1.0
PP,33.0,938.78,BK,INJ,1,RP,3.2,1.0
PP,30.0,879.28,BK,INJ,1,RP,4.3,1.0
PP,41.0,1017.8,BK,INJ,1,RP,3.7,0.83
PP,37.0,982.72,BK,INJ,1,RP,4.0,1.1
PP,56.0,877.76,BK,INJ,1,RP,1.7,0.93
PP,56.0,878.0,BK,INJ,1,RP,1.7,1.0
PP,42.0,889.86,BK,INJ,1,RP,2.5,0.94
PP,46.9,821.0,BK,INJ,1,RP,2.4,1.0
PP,42.0,751.72,BK,INJ,1,RP,3.2,1.06
PP,34.68,880.0,BK,INJ,1,RP,3.2,1.0
PP,34.0,879.5,BK,INJ,1,RP,3.4,1.0
ABS,5.0,931.15,BK,X,1,RP,3.3,2.6
ABS,4.63,927.0,BK,X,1,RP,3.1,3.0
ABS,4.4,922.26,BK,X,1,RP,3.1,2.7
ABS,3.6,900.84,BK,X,1,RP,1.9,2.4
ABS,4.13,901.0,BK,X,1,RP,2.4,3.0
PPH,45.0,1168.2,BK,HM,1,RP,2.3,0.45
PPH,57.0,1142.6,BK,HM,1,RP,2.4,0.52
PPH,50.0,1239.8,BK,HM,1,RP,1.9,0.6
PPH,68.0,1238.4,BK,HM,1,RP,1.5,0.45
PP,36.0,1257.0,BK,HM,1,RP,1.38,0.67
PP,20.0,936.92,BK,INJ,1,RP,3.3,6.7
PP,19.17,943.0,BK,INJ,1,RP,3.7,5.0
PP,18.5,949.16,BK,INJ,1,RP,4.0,3.4
PP,38.0,1126.8,BK,INJ,1,RP,4.0,0.7
PP,38.0,1122.0,BK,INJ,1,RP,4.0,1.0
PP,21.0,918.98,BK,INJ,1,RP,5.68,1.53
PP,24.63,869.0,BK,INJ,1,RP,6.6,2.0
PP,24.0,842.48,BK,INJ,1,RP,5.6,2.45
PPH,34.25,1178.0,BK,HM,1,RP,2.4,1.0
PPH,35.0,1040.6,BK,HM,1,RP,2.4,0.6
PP,23.0,883.56,BK,INJ,1,RP,3.3,1.0
PP,22.0,874.0,BK,INJ,1,RP,3.2,1.0
PP,21.0,863.64,BK,INJ,1,RP,3.1,1.1
PPH,40.0,1164.4,BK,HM,1,RP,2.6,0.6
PPH,42.0,1179.4,BK,HM,1,RP,2.4,0.44
PPH,42.0,1232.2,BK,HM,1,RP,2.0,0.6
PPH,68.0,1181.2,BK,HM,1,RP,1.6,0.48
PPH,78.0,1066.8,BK,HM,1,RP,2.2,0.6
PPH,76.6,1095.0,BK,HM,1,RP,2.3,1.0
PPH,70.0,1123.8,BK,HM,1,RP,2.8,0.6
PPH,53.67,1259.0,BK,HM,1,RP,1.8,1.0
PPH,54.0,1259.2,BK,HM,1,RP,1.8,0.59
HIPS,5.8,1070.92,BK,INJ,1,RP,6.0,5.4
PPH,32.0,1166.8,BK,HM,1,RP,1.8,0.6
PPH,30.5,1186.0,BK,HM,1,RP,2.1,1.0
PPH,30.0,1208.8,BK,HM,1,RP,2.0,0.5
PPH,30.0,1117.2,BK,HM,1,RP,2.0,0.54
PPH,30.0,1249.4,BK,HM,1,RP,2.4,0.58
PPH,28.0,1301.0,BK,HM,1,RP,1.6,0.6
PPH,40.0,1413.75,BK,HM,1,RP,3.6,0.55
PPH,35.27,1382.0,BK,HM,1,RP,2.2,1.0
PPH,44.5,1427.0,BK,HM,1,RP,1.8,0.59
PP,30.0,1017.0,BK,INJ,1,RP,2.5,0.83
PP,44.0,1022.4,BK,INJ,1,RP,3.2,0.77
PPH,32.26,933.0,BK,HM,1,RP,2.8,1.0
PPH,30.0,918.98,BK,HM,1,RP,2.8,1.0
PP,30.0,1039.2,BK,INJ,1,RP,2.0,0.6
PP,41.57,1041.0,BK,INJ,1,RP,2.6,1.0
PP,36.0,1045.0,BK,INJ,1,RP,2.8,0.6
PP,34.0,1128.5,BK,HM,1,RP,4.1,0.6
PP,70.0,436.26,BK,HM,1,RP,14.0,8.0
HIPS,7.9,994.8,BK,X,S,RP,3.2,1.9
HIPS,6.52,996.0,BK,X,S,RP,2.9,2.0
HIPS,6.0,997.52,BK,X,S,RP,2.3,1.99
PP,0.75,1001.58,BK,EXT,1,RP,1.0,16.0
PP,0.75,1002.0,BK,EXT,1,RP,1.0,16.0
PPH,60.0,1164.25,BK,HM,1,RP,5.0,0.9
PP,25.76,1092.4,BK,INJ,1,RP,4.64,0.88
PP,104.0,926.5,BK,HM,1,RP,1.2,1.01
PP,96.0,920.32,BK,HM,1,RP,0.1,1.22
PP,63.82,963.0,BK,HM,1,RP,1.5,1.0
PP,64.0,990.21,BK,HM,1,RP,1.3,0.8
PP,65.0,935.82,BK,HM,1,RP,2.1,1.1
PP,16.0,956.26,BK,HM,1,RP,2.2,1.1
PP,20.0,1344.0,MIX,INJ,E,RG,0.8,0.9
PP,24.75,1089.0,BK,INJ,1,RP,5.5,1.0
PPH,37.56,1229.4,BK,HM,1,RP,3.83,0.58
PPH,20.0,1162.78,BK,HM,1,RP,2.3,1.0
PPH,21.0,1301.4,BK,HM,1,RP,1.6,0.61
PPH,26.1,1264.0,BK,HM,1,RP,1.8,1.0
PPH,33.0,1327.4,BK,HM,1,RP,1.0,0.49
PP,27.0,1218.2,BK,INJ,1,RP,7.2,0.8
PP,17.0,1194.8,BK,INJ,1,RP,8.0,0.8
PP,15.0,1171.6,BK,INJ,1,RP,9.1,0.82
PP,18.36,1198.0,BK,INJ,1,RP,8.5,1.0
PP,36.0,1136.8,BK,INJ,1,RP,9.7,0.63
PP,30.0,1058.8,BK,INJ,1,RP,9.5,0.67
-,6.52,996.0,BK,X,S,RP,2.9,2.0
PP,15.0,1021.0,BK,HM,1,RP,1.0,1.2
PP,15.14,1003.0,BK,HM,1,RP,1.6,1.0
PP,16.0,1031.6,BK,HM,1,RP,1.1,1.0
PS,4.3,1415.6,MIX,EXT,1,RP,0.6,0.62
PS,4.17,1397.0,MIX,EXT,1,RP,0.5,1.0
PS,4.0,1378.8,MIX,EXT,1,RP,0.4,0.76
HIPS,5.6,1154.8,BK,X,1,RP,10.0,0.76
HIPS,6.48,1158.0,BK,X,1,RP,6.1,1.0
HIPS,5.8,1314.6,BK,X,1,RP,9.6,0.85
HIPS,8.0,1262.4,BK,X,1,RP,2.6,0.99
HIPS,7.3,1244.0,BK,X,1,RP,4.4,1.1
HIPS,5.7,1134.4,BK,X,1,RP,3.9,1.4
HIPS,7.0,1120.0,BK,X,1,RP,2.4,1.2
HIPS,6.6,1106.0,BK,X,1,RP,4.0,1.4
-,6.48,1106.0,BK,X,1,RP,6.1,1.0
HIPS,6.48,1106.0,BK,X,X,C,6.2,1.0
PPH,30.0,1198.6,BK,HM,1,RP,1.4,0.56
PPH,38.0,1281.6,BK,HM,1,RP,1.6,0.46
PP,29.0,762.18,BK,INJ,1,RP,6.0,1.13
PP,29.11,743.0,BK,INJ,1,RP,5.9,1.0
PP,28.0,760.22,BK,INJ,1,RP,5.9,1.17
HIPS,11.0,923.24,BK,INJ,1,RP,3.9,1.3
HIPS,9.3,905.6,BK,INJ,1,RP,3.6,1.67
HIPS,9.15,920.0,BK,INJ,1,RP,3.9,2.0
HIPS,9.5,928.54,BK,INJ,1,RP,4.4,1.6
PP,39.0,971.78,BK,HM,1,RP,3.2,0.52
PP,39.0,1064.0,BK,HM,1,RP,2.2,1.0
PP,31.0,1073.6,BK,HM,1,RP,1.4,0.64
PP,36.0,1092.33,BK,HM,1,RP,2.4,0.74
PP,28.0,1196.8,BK,HM,1,RP,2.6,0.54
PP,29.0,1205.4,BK,HM,1,RP,2.5,0.5
PP,34.0,1221.2,BK,HM,1,RP,2.0,0.52
PP,25.0,923.58,BK,INJ,1,RP,9.1,1.7
HIPS,4.18,948.0,BK,X,1,RP,6.6,1.0
HIPS,4.2,958.64,BK,X,1,RP,5.8,1.2
PP,37.17,1117.0,BK,HM,1,RP,2.5,1.0
PP,36.0,909.1,BK,HM,1,RP,2.4,0.6
PP,29.0,1166.38,BK,HM,1,RP,2.5,0.6
PP,37.0,1192.8,BK,HM,1,RP,1.7,0.48
PP,46.0,1116.8,BK,HM,1,RP,1.5,0.58
PP,42.0,1132.4,BK,HM,1,RP,1.8,0.63
HIPS,3.8,814.82,BK,X,1,RP,7.2,2.0
HIPS,4.32,820.0,BK,X,1,RP,6.1,2.0
HIPS,4.2,818.54,BK,X,1,RP,7.5,2.2
HIPS,4.9,833.16,BK,X,1,RP,5.88,2.03
PP,28.0,952.8,BK,INJ,1,RP,1.8,1.08
PP,29.54,952.0,BK,INJ,1,RP,0.9,1.0
PP,21.69,959.0,BK,INJ,1,RP,2.0,1.0
PP,22.0,1010.33,BK,INJ,1,RP,0.94,1.16
PP,20.0,1005.2,BK,INJ,1,RP,2.5,1.63
PP,18.4,971.9,BK,INJ,1,RP,1.8,1.7
PP,20.0,708.22,BK,INJ,S,RP,1.2,12.4
PP,19.8,707.0,BK,INJ,S,RP,2.4,12.0
PP,19.0,706.9,BK,INJ,S,RP,3.5,12.4
PP,20.0,704.96,BK,INJ,S,RP,2.4,12.4
PP,26.0,896.86,BK,INJ,1,RP,1.1,2.6
PP,25.5,895.0,BK,INJ,1,RP,1.3,2.0
PP,24.0,907.35,BK,INJ,1,RP,1.0,2.3
PP,26.0,882.2,BK,INJ,1,RP,1.3,1.7
PP,56.0,1049.26,BK,HM,1,RP,1.6,0.53
PP,46.5,1043.0,BK,HM,1,RP,1.5,1.0
PP,49.0,1066.2,BK,HM,1,RP,1.3,0.5
PP,31.0,1012.7,BK,HM,1,RP,1.7,0.72
PP,20.0,924.0,BK,INJ,1,RP,1.4,2.0
PP,20.0,923.84,BK,INJ,1,RP,1.4,1.95
PP,13.0,602.38,BK,INJ,1,RP,5.2,8.3
PP,40.0,973.8,BK,HM,1,RP,2.9,1.0
PP,30.0,1071.6,BK,HM,1,RP,1.8,0.8
PP,41.5,1134.0,BK,HM,1,RP,1.9,1.0
PP,31.0,1095.2,BK,HM,1,RP,1.9,0.77
PP,29.0,699.76,BK,INJ,1,RP,6.1,1.45
PP,32.0,721.26,BK,INJ,1,RP,6.1,1.4
PP,31.0,772.62,BK,INJ,1,RP,6.0,1.1
PPH,45.0,1182.2,BK,HM,1,RP,18.0,0.44
PPH,43.0,1186.2,BK,HM,1,RP,11.0,0.43
HIPS,5.9,1026.33,BK,X,1,RP,15.0,0.46
HIPS,8.4,911.36,BK,X,1,RP,5.1,1.6
HIPS,5.1,1038.4,BK,X,1,RP,4.2,1.08
HIPS,4.9,1021.0,BK,X,1,RP,4.1,1.0
HIPS,5.0,1036.2,BK,X,1,RP,5.7,0.7
PP,26.0,936.32,BK,INJ,1,RP,1.6,1.4
PP,15.8,1011.0,BK,INJ,1,RP,1.3,1.0
PP,15.0,1026.2,BK,INJ,1,RP,1.2,1.2
PP,14.0,1071.25,BK,INJ,1,RP,1.3,1.14
PP,36.0,1016.4,BK,INJ,1,RP,1.7,1.1
PP,32.8,1035.0,BK,INJ,1,RP,1.3,1.0
PP,29.0,1095.8,BK,INJ,1,RP,1.46,1.0
PP,43.0,993.04,BK,INJ,1,RP,1.3,1.2
PP,35.0,1285.4,BK,HM,1,RP,2.1,0.56
PP,13.4,970.14,BK,INJ,1,RP,0.2,2.36
PP,12.27,1031.0,BK,INJ,1,RP,0.5,4.0
PP,13.0,924.62,BK,INJ,1,RP,0.5,10.81
PP,31.0,891.92,BK,INJ,1,RP,2.0,0.75
PP,20.0,787.2,BK,INJ,1,RP,3.6,2.1
HIPS,4.3,1022.0,BK,X,1,RP,4.1,1.2
