Items,melt,flex,COULEUR,I_CM,I_G,I_F,cendre,I1
HIPS,4.79,297900.0,BK,X,1,RP,10.9,1.0
HIPS,4.8,277505.4,BK,X,1,RP,15.47,1.53
HIPS,8.46,295632.9,BK,X,1,RP,4.7,1.88
HIPS,7.02,296439.0,BK,X,1,RP,4.8,2.0
HIPS,7.2,305534.2,BK,X,1,RP,3.2,1.97
HIPS,6.7,249969.7,BK,X,1,RP,3.12,1.78
HIPS,5.3,303694.9,BK,X,1,RP,4.84,1.8
-,7.02,292107.0,BK,X,1,RP,4.8,2.0
HIPS,8.8,306431.4,BK,INJ,1,RP,6.3,1.68
-,49.41,151272.0,BK,HM,1,RP,1.7,1.0
PP,2.5,74728.17,BK,OFF,3,RP,0.42,10.9
PP,5.83,60944.0,BK,OFF,1,RP,0.9,10.0
PP,4.12,52958.38,BK,OFF,1,RP,0.75,11.51
PP,35.0,172567.6,BK,INJ,1,RP,5.1,0.92
PP,34.5,184702.0,BK,INJ,1,RP,5.0,1.0
HIPS,6.5,293018.4,BK,INJ,1,RP,11.3,1.78
PP,34.0,196837.3,BK,INJ,1,RP,5.0,0.88
ABS,2.47,260008.1,MIX,X,E,RG,3.79,5.66
PPH,33.4,197325.0,BK,HM,1,RP,2.2,1.0
PPH,32.0,197325.5,BK,HM,1,RP,2.62,0.85
HIPS,2.7,307378.0,BK,X,1,RP,4.0,1.0
HIPS,2.25,304491.3,BK,X,1,RP,4.14,1.0
HIPS,2.8,307829.2,BK,X,1,RP,4.2,0.98
HIPS,6.53,345475.9,BK,X,1,RP,5.17,1.96
HIPS,7.25,337009.0,BK,X,1,RP,5.1,2.0
HIPS,7.63,322054.5,BK,X,1,RP,4.93,2.08
HIPS,7.8,333382.5,BK,X,1,RP,4.53,1.66
HIPS,7.16,325012.4,BK,X,1,RP,5.01,1.6
HIPS,8.0,358919.6,BK,X,1,RP,3.99,1.15
GPPS,5.8,336047.0,MIX,X,1,RP,0.4,1.0
GPPS,6.0,335550.8,MIX,X,1,RP,0.45,1.16
GPPS,12.0,468800.6,MIX,X,1,RP,0.73,0.52
PP,33.5,186109.0,BK,HM,1,RP,2.1,0.85
HIPS,11.73,355279.3,BK,X,1,RP,3.92,1.08
HIPS,8.94,344651.0,BK,X,1,RP,4.7,1.0
HIPS,12.7,352766.1,BK,X,1,RP,4.9,1.06
HIPS,9.3,345522.3,BK,X,1,RP,4.2,1.25
HIPS,9.61,320780.0,BK,X,1,RP,3.57,1.18
HIPS,5.506,315682.8,BK,X,1,RP,4.79,1.19
PP,27.26,220800.9,BK,HM,1,RP,3.42,0.82
PP,33.0,190515.8,BK,HM,1,RP,1.6,0.67
PP,33.0,190516.0,BK,HM,1,RP,1.6,1.0
PP,27.26,220801.0,BK,HM,1,RP,3.4,1.0
PP,31.4,195224.5,BK,HM,1,RP,2.89,0.95
PP,32.0,184164.5,BK,HM,1,RP,2.49,0.93
PP,7.6,99317.81,BK,OFF,1,RP,0.45,10.5
TPO,22.0,189175.0,BK,INJ,1,RP,19.7,5.1
TPO,24.17,218610.0,BK,INJ,1,RP,19.2,5.0
TPO,20.0,196284.9,BK,INJ,1,RP,19.2,4.4
TPO,28.0,270371.6,BK,INJ,1,RP,19.9,4.89
HIPS,4.68,315886.8,BK,X,1,RP,5.85,1.32
HIPS,5.09,326765.0,BK,X,1,RP,5.5,1.0
HIPS,4.64,331121.3,BK,X,1,RP,5.7,1.36
HIPS,5.34,333929.3,BK,X,1,RP,7.8,1.31
HIPS,4.73,312379.7,BK,X,1,RP,4.2,1.57
HIPS,4.7,316720.0,BK,X,1,RP,4.56,1.82
-,5.09,325896.0,BK,INJ,1,RP,5.5,1.0
ABS,3.37,347475.0,BK,INJ,1,RP,3.8,2.0
ABS,3.24,325885.6,BK,INJ,1,RP,3.3,2.0
ABS,3.44,337863.5,BK,INJ,1,RP,4.1,1.85
PP,29.7,182955.0,BK,HM,1,RP,2.66,1.08
PP,29.72,182358.2,BK,HM,1,RP,1.9,1.12
PP,13.0,172513.2,BK,INJ,1,RP,1.31,1.17
PP,18.01,168084.7,BK,INJ,1,RP,1.85,1.09
PP,34.0,169561.6,BK,HM,1,RP,1.89,1.1
PP,32.53,168413.0,BK,HM,1,RP,1.7,1.0
PP,32.8,158080.0,BK,HM,1,RP,1.73,0.92
PP,31.86,162717.5,BK,HM,1,RP,1.5,0.95
PP,30.0,183293.4,BK,HM,1,RP,2.03,0.94
PP,38.6,140086.1,BK,HM,1,RP,0.64,1.89
PP,32.3,147209.5,BK,HM,1,RP,0.82,1.89
PP,36.9,149813.6,BK,HM,1,RP,1.21,2.02
PP,44.85,144958.1,BK,HM,1,RP,1.44,1.98
PP,35.5,149140.0,BK,HM,1,RP,1.4,2.0
PP,36.0,154182.1,BK,HM,1,RP,1.57,1.74
PP,34.64,150127.2,BK,HM,1,RP,1.8,1.9
PP,32.28,151604.7,BK,HM,1,RP,1.28,2.12
PP,32.0,148014.2,BK,HM,1,RP,1.33,1.53
-,35.52,145517.0,BK,HM,1,RP,1.4,2.0
PP,25.0,151905.9,BK,INJ,1,RP,5.59,0.7
PP,27.7,160034.5,BK,INJ,1,RP,5.21,0.75
PP,29.0,194789.4,BK,INJ,1,RP,5.76,1.72
HIPS,5.97,318851.5,BK,X,1,RP,5.3,1.39
HIPS,6.92,315711.0,BK,X,1,RP,5.5,1.0
HIPS,6.53,331758.9,BK,X,1,RP,6.47,1.17
HIPS,8.9,321519.8,BK,X,1,RP,6.6,1.15
HIPS,9.6,337023.7,BK,X,1,RP,7.24,1.42
HIPS,8.6,328569.3,BK,X,1,RP,6.69,1.51
HIPS,6.5,300405.4,BK,X,1,RP,6.31,1.41
HIPS,7.82,317676.0,BK,X,1,RP,6.02,1.26
HIPS,6.32,318218.3,BK,X,1,RP,3.42,1.66
PP,29.0,195258.6,BK,HM,1,RP,6.9,0.87
PP,31.0,209394.4,BK,HM,T,RP,2.38,0.87
PP,34.0,177179.3,BK,HM,1,RP,2.44,0.69
PP,30.86,191667.5,BK,HM,2,RP,1.2,0.63
PP,29.8,179306.3,BK,HM,1,RP,2.1,0.71
HIPS,4.19,280091.8,BK,X,1,RP,3.14,1.66
-,6.92,327545.0,-,-,-,-,5.5,1.0
PP,35.09,170235.0,BK,HM,1,RP,1.8,1.0
PP,39.0,162445.9,BK,HM,1,RP,1.4,0.83
HIPS,5.5,299180.5,BK,X,1,RP,4.8,1.33
PP,29.0,181334.3,BK,HM,1,RP,2.93,0.93
PP,32.54,172055.2,BK,HM,1,RP,1.78,0.97
PP,33.82,170973.0,BK,HM,1,RP,1.9,1.0
PP,34.96,169890.1,BK,HM,1,RP,1.81,0.78
PP,32.2,194129.3,BK,HM,1,RP,2.16,0.95
PP,38.62,204401.0,BK,HM,1,RP,2.8,1.0
PP,52.12,199532.1,BK,HM,1,RP,2.12,0.6
HIPS,5.5,299181.0,BK,X,1,RP,4.8,1.0
PP,29.64,181615.5,BK,HM,1,RP,2.44,0.92
PP,29.36,197125.0,BK,INJ,1,RP,6.6,2.0
PP,29.64,181616.0,BK,HM,1,RP,2.4,1.0
PP,4.88,46495.0,BK,INJ,1,RP,1.2,9.0
PP,4.86,41185.97,BK,INJ,1,RP,1.41,8.83
HIPS,6.21,361516.0,BK,X,1,RP,7.2,1.0
HIPS,7.44,374005.6,BK,X,1,RP,6.46,0.98
PP,38.01,203019.4,BK,HM,1,RP,2.55,0.92
PP,38.01,203019.0,BK,HM,1,RP,2.5,1.0
PP,29.0,163800.0,BK,INJ,1,RP,5.6,1.36
PP,8.8,160393.1,BK,INJ,1,RP,5.2,1.07
PP,9.42,147379.0,BK,INJ,1,RP,5.73,0.98
PP,27.9,165924.0,BK,INJ,1,RP,4.62,1.18
PP,20.98,142621.0,BK,INJ,1,RP,3.2,1.0
PP,20.2,144890.9,BK,INJ,1,RP,3.88,1.14
PP,20.4,146182.5,BK,INJ,1,RP,3.49,0.95
PP,19.96,146564.5,BK,INJ,1,RP,3.18,1.1
PP,20.0,139426.0,BK,INJ,1,RP,2.6,1.05
-,20.98,142001.0,BK,INJ,1,RP,3.2,1.0
HIPS,3.8,268403.2,BK,X,1,RP,5.19,1.84
HIPS,4.05,280553.0,BK,X,1,RP,5.3,2.0
HIPS,3.76,293514.1,BK,X,1,RP,5.11,1.51
HIPS,4.35,279742.2,BK,X,1,RP,6.7,1.47
PP,25.0,230725.1,BK,INJ,1,RP,8.71,0.62
PP,33.0,197541.3,BK,HM,1,RP,2.48,0.75
PP,33.0,197541.0,BK,HM,1,RP,2.5,1.0
PP,29.2,194872.0,BK,INJ,1,RP,2.88,1.27
PP,27.9,192123.7,BK,INJ,1,RP,2.7,1.22
PP,25.6,175984.6,BK,INJ,1,RP,1.64,1.36
PP,27.5,169966.4,BK,INJ,1,RP,1.92,1.25
PP,26.6,183237.0,BK,INJ,1,RP,2.2,1.0
HIPS,2.1,305824.2,BK,X,1,RP,1.77,0.86
HIPS,2.95,307086.0,BK,X,1,RP,2.7,1.0
PP,31.0,163878.9,BK,INJ,1,RP,4.1,1.09
HIPS,7.42,310497.0,BK,X,1,RP,9.5,2.0
HIPS,7.66,306525.8,BK,X,1,RP,10.4,1.8
HIPS,7.1,304693.3,BK,X,1,RP,9.64,1.92
HIPS,7.5,309703.8,BK,X,1,RP,9.58,1.9
HIPS,7.4,324389.8,BK,X,1,RP,9.42,1.88
HIPS,6.75,305981.9,BK,X,1,RP,7.81,2.054
HIPS,7.1,312610.2,BK,X,1,RP,8.7,2.14
-,7.42,309577.0,BK,X,1,RP,9.5,2.0
PP,32.0,198536.3,BK,HM,1,RP,2.65,0.76
PP,30.94,201401.8,BK,HM,1,RP,3.69,0.74
PP,24.4,169957.2,BK,INJ,1,RP,3.03,1.08
HIPS,6.68,306559.2,BK,X,1,RP,5.16,1.52
PP,21.31,161062.0,BK,INJ,1,RP,2.92,1.09
PP,23.3,171655.7,BK,INJ,1,RP,2.71,0.95
PP,21.2,168164.7,BK,INJ,1,RP,2.84,0.99
PP,23.2,165013.6,BK,INJ,1,RP,2.61,1.06
PP,20.58,169286.3,BK,INJ,1,RP,2.64,1.09
PP,20.5,147638.0,BK,INJ,1,RP,2.42,1.09
-,21.98,167639.0,BK,INJ,1,RP,2.7,1.0
PP,21.98,167639.0,MIX,INJ,R,RG,2.7,1.0
PP,38.2,176498.8,BK,HM,1,RP,2.91,0.73
TPO,24.1,209153.3,BK,INJ,1,RP,15.99,6.66
TPO,26.01,229181.7,BK,INJ,1,RP,16.86,6.28
TPO,26.44,232646.0,BK,INJ,1,RP,17.8,6.0
TPO,29.79,259604.1,BK,INJ,1,RP,21.72,6.34
PP,22.2,158836.7,BK,INJ,1,RP,6.35,0.84
PP,23.4,165644.2,BK,INJ,1,RP,5.48,0.92
PP,32.5,147132.7,BK,HM,1,RP,4.6,0.9
PP,28.79,154944.0,BK,INJ,1,RP,5.1,1.07
PP,31.2,147836.6,BK,HM,1,RP,4.73,1.05
PP,27.3,157428.2,BK,INJ,1,RP,4.53,0.88
PP,31.4,161862.2,BK,HM,1,RP,4.67,0.97
PP,32.0,149049.6,BK,INJ,1,RP,1.5,1.16
PP,34.32,168642.7,BK,HM,1,RP,3.37,0.74
HIPS,5.65,339880.2,BK,X,1,RP,5.51,1.18
HIPS,6.09,314376.0,BK,X,1,RP,4.6,1.0
HIPS,5.7,310256.6,BK,X,1,RP,5.68,1.18
HIPS,5.64,312898.0,BK,X,1,RP,5.1,1.02
-,6.09,308687.0,BK,X,1,RP,4.6,1.0
PP,34.32,168643.0,BK,HM,1,RP,3.4,1.0
